ServingCell_RSRP,ServingCell_RSRQ,ServingCell_PCI,Neighbor1_RSRP,Neighbor1_RSRQ,Neighbor1_PCI,Neighbor1_IS_MOD3,SINR
-76,-15,73,-87,-24,29,0,10.8
-76,-13,73,-86,-24,29,0,12.4
-76,-13,73,-82,-23,29,0,12
-74,-13,73,-87,-25,29,0,13.5
-75,-13,73,-89,-22,29,0,12.6
-77,-12,73,-87,-21,29,0,11.9
-77,-13,73,-86,-23,476,0,10.4
-78,-13,73,-89,-22,476,0,11.3
-76,-12,73,-86,-24,29,0,13.5
-78,-13,73,-88,-23,473,0,10.7
-79,-13,73,-89,-22,29,0,10.5
-78,-12,73,-83,-23,29,0,11.7
-77,-13,73,-98,-23,30,0,8.6
-80,-12,73,-89,-23,29,0,8.4
-77,-12,73,-87,-22,29,0,13.3
-77,-13,73,-89,-21,29,0,10.5
-75,-13,73,-89,-23,29,0,11.1
-76,-12,73,-85,-23,29,0,10.9
-74,-13,73,-83,-23,29,0,12.8
-72,-13,73,-84,-24,29,0,12
-70,-12,73,-82,-23,72,0,15.7
-70,-13,73,-80,-22,72,0,15.8
-70,-12,73,-85,-21,72,0,15.9
-71,-13,73,-85,-23,72,0,14.9
-69,-13,73,-80,-23,72,0,14.6
-71,-12,73,-84,-22,72,0,14.4
-72,-13,73,-83,-23,253,0,13.7
-73,-13,73,-85,-24,253,0,11.4
-72,-13,73,-85,-24,29,0,13.5
-69,-13,73,-78,-20,29,0,15.5
-67,-13,73,-74,-23,253,0,17.5
-67,-13,73,-76,-23,74,0,17
-67,-13,73,-70,-22,74,0,16.9
-69,-13,73,-78,-23,74,0,13.3
-71,-13,73,-82,-20,72,0,11.2
-72,-14,73,-73,-15,29,0,6.3
-75,-15,73,-73,-13,29,0,0.6
-77,-15,73,-79,-16,29,0,0.3
-72,-13,73,-77,-18,74,0,6.2
-69,-13,73,-74,-18,74,0,4.1
-68,-13,73,-68,-14,74,0,5.2
-72,-9,74,-82,-18,72,0,10
-72,-10,74,-78,-15,72,0,9.3
-73,-9,74,-85,-17,72,0,9.6
-73,-10,74,-80,-16,72,0,10.4
-69,-9,74,-80,-16,72,0,13.8
-67,-9,74,-81,-21,72,0,15.2
-71,-11,74,-78,-18,72,0,12.7
-67,-12,74,-74,-24,72,0,14.4
-65,-10,74,-79,-20,72,0,17.4
-63,-11,74,-78,-24,72,0,17.7
-63,-10,74,-77,-27,72,0,17.4
-69,-11,74,-83,-20,72,0,11.8
-68,-11,74,-82,-23,72,0,10.4
-71,-12,74,-83,-23,29,0,8.8
-79,-14,74,-82,-16,29,1,-0.5
-80,-14,74,-83,-15,29,1,-1.6
-85,-15,74,-85,-15,29,1,-1.5
-70,-6,233,-84,-20,232,0,16.3
-79,-9,232,-85,-16,231,0,8.2
-75,-8,232,-86,-20,231,0,12.6
-75,-9,232,-80,-17,231,0,12.6
-77,-8,232,-79,-11,231,0,10.3
-79,-10,232,-81,-11,231,0,8.9
-78,-8,232,-85,-14,231,0,11
-74,-8,232,-79,-13,231,0,11.8
-75,-8,232,-85,-18,231,0,13.7
-73,-8,232,-82,-17,231,0,13.8
-74,-8,232,-74,-10,231,0,13.6
-73,-8,232,-75,-11,231,0,13.4
-70,-7,232,-77,-13,231,0,16.3
-68,-8,232,-74,-12,231,0,16
-68,-7,232,-73,-11,231,0,16.2
-70,-8,232,-76,-17,231,0,13.4
-72,-8,232,-77,-11,231,0,12
-73,-10,232,-84,-19,231,0,12.9
-90,-15,101,-98,-14,232,0,0.3
-87,-14,101,-92,-18,269,0,2.6
-87,-14,101,-93,-18,269,0,1.6
-87,-14,101,-91,-19,269,0,1.8
-87,-14,101,-93,-20,269,0,0.5
-87,-14,101,-92,-19,269,0,1.7
-87,-14,101,-93,-20,269,0,2.1
-87,-14,101,-91,-18,269,0,2.4
-87,-14,101,-95,-20,269,0,2
-87,-14,101,-92,-19,269,0,2.5
-87,-15,101,-88,-17,232,0,-0.4
-87,-15,101,-92,-19,232,0,-0.6
-88,-15,101,-89,-16,232,0,-1.1
-87,-14,101,-93,-20,269,0,2.4
-87,-14,101,-88,-17,232,0,2.2
-86,-14,101,-96,-25,269,0,3.3
-82,-12,101,-81,-14,211,0,2.7
-81,-14,101,-79,-14,211,0,2.4
-80,-14,101,-79,-15,211,0,2.3
-80,-14,101,-79,-12,211,0,2.2
-81,-14,101,-81,-15,211,0,3.2
-81,-14,101,-79,-10,211,0,3.2
-83,-19,211,-77,-13,269,0,-8.6
-85,-17,210,-85,-17,269,0,-6.5
-85,-17,210,-89,-18,269,0,-5.9
-86,-17,210,-90,-16,269,0,-6.4
-85,-17,210,-86,-17,269,0,-6.2
-86,-17,210,-86,-16,269,0,-6.8
-85,-17,210,-88,-14,269,0,-6.4
-85,-17,210,-86,-15,269,0,-5.7
-85,-18,210,-87,-16,269,0,-6.7
-85,-17,210,-90,-16,269,0,-5.4
-85,-17,210,-85,-16,269,0,-6
-85,-18,210,-86,-16,269,0,-6.2
-85,-18,210,-87,-17,269,0,-6.2
-84,-17,210,-85,-15,269,0,-5.8
-85,-17,210,-83,-15,269,0,-6.4
-84,-17,210,-85,-14,269,0,-6.3
-84,-17,210,-84,-14,269,0,-5.9
-84,-16,210,-89,-15,269,0,-5.6
-84,-16,210,-88,-15,269,0,-5.6
-84,-17,210,-85,-14,269,0,-5.8
-85,-17,210,-86,-14,269,0,-6.1
-83,-17,210,-81,-16,269,0,-4.7
-78,-13,269,-82,-20,210,0,5.4
-75,-12,269,-79,-19,210,0,5.6
-75,-13,269,-82,-19,101,0,5.4
-75,-12,269,-83,-18,210,0,7
-74,-12,269,-82,-21,210,0,7.7
-70,-12,269,-77,-24,101,0,11.6
-70,-12,269,-83,-23,101,0,11.4
-74,-12,269,-85,-18,99,0,8.1
-75,-12,269,-78,-11,99,0,10.5
-86,-17,58,-88,-20,269,0,-2.2
-83,-14,58,-84,-17,269,0,2.2
-79,-13,58,-82,-20,269,0,8.5
-79,-13,58,-82,-17,269,0,8.8
-75,-13,58,-87,-23,59,0,8.1
-76,-12,58,-80,-17,59,0,12.1
-73,-12,58,-85,-24,269,0,9.7
-73,-12,58,-86,-20,269,0,8.3
-73,-12,58,-79,-19,59,0,9.5
-70,-12,58,-77,-22,59,0,10
-72,-12,58,-81,-22,59,0,7.2
-72,-13,58,-79,-18,59,0,6.3
-74,-13,58,-78,-19,59,0,5.3
-75,-13,58,-82,-19,59,0,3.9
-77,-14,58,-79,-17,59,0,2.1
-85,-15,57,-89,-22,59,0,-1.8
-81,-12,57,-89,-22,22,0,1
-80,-13,57,-90,-17,23,0,0.3
-87,-15,57,-92,-17,22,0,-3.9
-85,-14,57,-97,-16,23,0,-0.3
-84,-12,57,-87,-18,22,0,1.6
-83,-13,57,-83,-16,275,0,-0.3
-83,-13,57,-84,-16,275,0,0.5
-83,-13,57,-85,-17,275,0,-0.1
-83,-12,57,-84,-14,275,0,0.4
-83,-13,57,-84,-15,275,0,-1.3
-83,-12,57,-85,-15,275,0,0
-83,-15,57,-85,-16,275,0,0
-84,-11,57,-83,-14,275,0,0.8
-83,-12,57,-86,-17,275,0,-0.6
-82,-13,57,-85,-16,275,0,0.7
-82,-13,57,-87,-17,275,0,-0.8
-82,-13,57,-85,-16,275,0,-0.7
-82,-15,57,-83,-16,275,0,-1.6
-82,-14,57,-84,-15,275,0,-1.8
-82,-13,57,-86,-16,275,0,-0.3
-83,-16,275,-84,-19,57,0,-4.6
-81,-15,275,-84,-18,57,0,-0.4
-76,-15,275,-87,-24,57,0,4.4
-78,-9,57,-85,-21,59,0,6.2
-78,-9,57,-84,-15,59,0,7.5
-74,-9,57,-84,-22,59,0,7.9
-70,-10,57,-77,-21,59,0,12.2
-73,-12,57,-87,-22,59,0,8.5
-74,-11,57,-85,-22,275,0,6.4
-73,-9,57,-76,-11,59,0,7.1
-77,-8,57,-84,-16,59,0,6.8
-83,-13,58,-88,-18,59,0,5.9
-82,-12,58,-89,-22,57,0,10.6
-80,-12,58,-88,-22,57,0,11.7
-83,-12,58,-89,-23,57,0,9.8
-82,-12,58,-88,-20,57,0,9.1
-84,-12,58,-89,-19,57,0,10.4
-82,-12,58,-84,-19,57,0,11.3
-81,-12,58,-91,-22,57,0,11.3
-82,-12,58,-88,-22,57,0,6.8
-84,-13,58,-93,-22,59,0,6.2
-83,-12,58,-96,-23,59,0,9.9
-83,-12,58,-92,-22,59,0,10.7
-80,-12,58,-95,-23,57,0,10.9
-79,-12,58,-88,-22,57,0,15.1
-77,-12,58,-85,-21,57,0,16.1
-79,-12,58,-87,-21,57,0,15.1
-80,-12,58,-88,-21,59,0,13.1
-81,-12,58,-87,-22,59,0,13.4
-82,-12,58,-87,-22,59,0,13.4
-83,-12,58,-91,-20,59,0,11.8
-84,-12,58,-90,-23,59,0,11
-83,-12,58,-95,-23,185,0,11.6
-83,-12,58,-93,-22,59,0,11.1
-84,-12,58,-93,-20,57,0,9.8
-87,-12,58,-93,-20,59,0,7.8
-91,-13,58,-98,-21,59,0,3
-90,-13,58,-95,-20,189,0,4.7
-94,-14,58,-104,-19,8,0,1.2
-97,-15,58,-103,-18,8,0,1.2
-92,-13,8,-99,-19,6,0,2.3
-84,-11,8,-92,-19,6,0,6.2
-87,-11,8,-95,-18,6,0,4
-89,-10,8,-100,-22,6,0,5.8
-88,-9,8,-102,-22,6,0,6.9
-83,-7,8,-99,-22,6,0,10.9
-82,-8,8,-99,-23,6,0,10.1
-82,-8,8,-92,-18,6,0,9
-83,-8,8,-97,-21,6,0,6.7
-81,-7,8,-94,-11,6,0,9.4
-81,-7,8,-94,-18,6,0,12.5
-79,-12,8,-87,-22,6,0,12.8
-78,-12,8,-84,-22,6,0,14.3
-78,-7,8,-86,-21,6,0,12
-76,-7,8,-86,-20,29,0,16
-73,-7,8,-90,-21,29,0,17.8
-79,-8,8,-102,-23,99,0,12.7
-80,-11,8,-97,-25,6,0,13.3
-80,-8,8,-90,-19,6,0,13.7
-80,-10,8,-87,-20,6,0,11.5
-82,-8,8,-94,-25,6,0,10
-74,-11,8,-84,-23,6,0,11.5
-78,-10,8,-89,-17,6,0,9.2
-81,-9,8,-90,-18,6,0,5.7
-84,-12,189,-91,-24,8,0,5
-79,-13,189,-86,-23,8,0,7.3
-78,-9,189,-86,-21,8,0,8.3
-73,-7,189,-87,-24,152,0,12.4
-71,-8,189,-87,-25,152,0,11.6
-71,-11,189,-78,-23,8,0,14.4
-68,-10,189,-78,-21,191,0,12.9
-67,-7,189,-77,-18,8,0,14
-65,-6,189,-80,-24,191,0,21.9
-66,-6,189,-84,-26,191,0,19.9
-67,-7,189,-79,-23,152,0,22.6
-68,-12,189,-77,-19,152,0,21.3
-63,-12,189,-73,-23,152,0,24.1
-64,-12,189,-72,-22,152,0,23.4
-61,-13,189,-71,-23,152,0,23.1
-58,-12,189,-70,-24,152,0,23.3
-63,-7,189,-77,-20,190,0,17.5
-63,-7,189,-74,-22,8,0,17.6
-66,-9,189,-78,-18,190,0,10.3
-70,-12,189,-80,-21,8,0,8.3
-75,-12,189,-84,-20,190,0,7.3
-70,-12,189,-85,-22,190,0,9
-72,-8,189,-81,-20,190,0,7.8
-67,-7,189,-88,-22,190,0,17.1
-68,-7,189,-76,-19,190,0,16
-71,-9,189,-75,-18,190,0,9.8
-66,-13,189,-74,-21,191,0,13.7
-69,-9,189,-80,-18,190,0,12.8
-72,-10,189,-86,-17,190,0,8.3
-77,-14,189,-82,-14,190,0,3.7
-78,-13,190,-87,-15,189,0,4.2
-79,-13,190,-77,-14,189,0,3.4
-79,-13,190,-77,-15,189,0,0.6
-77,-13,190,-79,-11,189,0,1.3
-78,-13,190,-80,-16,189,0,3
-79,-13,190,-83,-18,189,0,2.8
-78,-13,190,-82,-15,189,0,4.2
-78,-12,190,-86,-15,189,0,9.5
-80,-12,190,-82,-15,189,0,7.6
-78,-13,190,-81,-16,189,0,2
-76,-13,190,-81,-18,189,0,4.9
-75,-12,190,-82,-23,189,0,8.3
-75,-12,190,-78,-19,189,0,3
-75,-11,190,-82,-18,189,0,10.5
-76,-11,190,-82,-24,189,0,10.6
-75,-10,190,-84,-14,189,0,12.1
-77,-9,190,-83,-13,189,0,10.6
-77,-10,190,-87,-22,189,0,10.1
-77,-11,190,-78,-12,189,0,9.1
-76,-12,190,-84,-22,189,0,10.5
-75,-12,190,-85,-15,189,0,11.4
-76,-10,190,-83,-20,189,0,10
-76,-11,190,-91,-18,189,0,9.8
-77,-11,190,-79,-15,189,0,11.3
-77,-12,190,-79,-13,189,0,8.9
-72,-10,190,-84,-20,189,0,10.4
-72,-9,190,-87,-25,189,0,10.7
-74,-9,190,-88,-22,189,0,10.7
-73,-9,190,-82,-21,189,0,10.9
-72,-11,190,-88,-24,189,0,12.1
-73,-12,190,-85,-18,189,0,9.6
-75,-9,190,-83,-23,189,0,13.1
-73,-11,190,-86,-23,189,0,16.4
-73,-12,190,-83,-22,189,0,15.2
-76,-8,190,-87,-19,189,0,13
-75,-9,190,-84,-23,189,0,11.5
-76,-8,190,-82,-20,189,0,14.5
-73,-10,190,-86,-25,189,0,15.3
-73,-10,190,-85,-24,189,0,13.7
-72,-8,190,-83,-19,189,0,14.2
-72,-9,190,-88,-23,189,0,12.7
-72,-9,190,-86,-24,189,0,13.6
-74,-8,190,-85,-21,189,0,13.2
-73,-8,190,-83,-19,189,0,16.1
-73,-8,190,-85,-19,189,0,15.9
-70,-9,190,-76,-22,189,0,15.3
-71,-8,190,-87,-19,189,0,15
-72,-9,190,-85,-22,189,0,13.1
-70,-10,190,-76,-22,189,0,18.7
-73,-10,190,-81,-22,189,0,15.7
-71,-9,190,-88,-22,189,0,18.8
-72,-8,190,-93,-25,125,0,17.2
-72,-10,190,-76,-21,189,0,17
-71,-11,190,-76,-23,189,0,13.1
-70,-11,190,-72,-19,189,0,12.3
-64,-11,190,-70,-21,189,0,15.3
-59,-10,190,-73,-24,1,0,20.1
-65,-10,190,-77,-23,189,0,19.9
-69,-10,190,-83,-22,125,0,17
-69,-10,190,-76,-20,125,0,17
-68,-9,190,-78,-22,125,0,15.1
-75,-9,190,-80,-23,125,0,11.9
-77,-9,190,-86,-20,125,0,10.7
-82,-11,125,-90,-22,190,0,4.5
-82,-13,125,-89,-17,190,0,7.1
-85,-13,125,-98,-19,190,0,3.6
-85,-14,125,-91,-16,190,0,3.3
-84,-14,125,-90,-23,190,0,3.3
-84,-14,125,-89,-20,190,0,1.6
-84,-13,125,-89,-20,190,0,3.4
-82,-13,125,-90,-22,123,0,4.2
-81,-12,125,-86,-17,123,0,6.7
-78,-12,125,-86,-23,190,0,7.3
-79,-12,125,-79,-16,123,0,9.3
-78,-13,125,-86,-20,123,0,4.1
-79,-13,125,-85,-20,123,0,6.6
-76,-9,123,-82,-15,125,0,8
-69,-12,123,-74,-15,124,0,4.2
-71,-11,123,-72,-18,124,0,3.7
-70,-12,123,-72,-13,124,0,4.8
-70,-11,123,-74,-17,124,0,5.6
-73,-12,123,-81,-17,124,0,2.3
-71,-10,123,-82,-18,21,0,5.6
-73,-12,123,-73,-14,124,0,2.5
-75,-14,123,-79,-15,124,0,0.7
-73,-13,123,-75,-12,124,0,1.6
-73,-13,123,-75,-16,124,0,1.9
-74,-13,123,-72,-16,124,0,0.2
-74,-10,123,-75,-11,124,0,5.8
-74,-11,123,-78,-10,124,0,5.7
-72,-10,123,-76,-10,124,0,8.7
-73,-11,123,-69,-11,124,0,6.8
-71,-11,123,-69,-10,124,0,7
-73,-12,123,-72,-10,124,0,6.3
-73,-11,123,-73,-10,124,0,8.8
-74,-11,123,-73,-9,124,0,6.9
-73,-11,123,-73,-10,124,0,8
-73,-11,123,-71,-9,124,0,7.3
-74,-12,123,-77,-12,124,0,6.7
-74,-11,123,-74,-11,124,0,5.7
-73,-13,123,-79,-19,124,0,3.4
-74,-11,123,-73,-10,124,0,5.7
-74,-9,123,-74,-10,124,0,8.9
-74,-9,123,-73,-12,124,0,7.7
-74,-9,123,-72,-9,124,0,8.3
-74,-10,123,-72,-10,124,0,6
-74,-10,123,-72,-10,124,0,5.2
-75,-10,123,-74,-9,124,0,6.5
-74,-10,123,-76,-11,124,0,6.6
-74,-10,123,-78,-11,124,0,8
-75,-9,123,-85,-19,124,0,11.8
-75,-9,123,-75,-9,124,0,12.8
-74,-9,123,-79,-14,124,0,12.7
-73,-9,123,-79,-13,124,0,12.1
-72,-8,123,-76,-14,124,0,13.7
-71,-8,123,-75,-12,124,0,16.4
-70,-8,123,-79,-17,124,0,16.2
-70,-8,123,-76,-15,124,0,17.7
-71,-8,123,-83,-20,124,0,16.1
-73,-8,123,-84,-20,124,0,14.1
-71,-7,123,-90,-25,125,0,15.2
-72,-7,123,-89,-26,125,0,15.2
-71,-7,123,-84,-21,124,0,18.2
-74,-8,123,-86,-17,124,0,15.9
-75,-7,123,-89,-20,124,0,13
-72,-11,123,-81,-20,124,0,15.8
-73,-11,123,-84,-18,124,0,15
-75,-11,123,-89,-20,124,0,14.1
-79,-11,123,-90,-23,124,0,10.5
-74,-11,123,-92,-25,124,0,12.7
-88,-14,133,-96,-23,134,0,9.5
-88,-13,133,-95,-18,134,0,4.4
-89,-14,133,-98,-23,134,0,2.4
-88,-13,133,-92,-20,134,0,6.2
-80,-9,67,-88,-22,66,0,9.3
-78,-9,67,-84,-23,172,0,9.7
-78,-11,67,-89,-21,134,0,10.7
-79,-13,67,-85,-23,134,0,12.1
-77,-13,67,-85,-22,68,0,13.6
-74,-9,67,-87,-21,66,0,13.7
-76,-9,67,-87,-22,134,0,10
-75,-13,67,-96,-24,134,0,11.2
-76,-9,67,-76,-10,134,0,11.8
-73,-9,67,-81,-18,134,0,9.4
-71,-8,67,-84,-22,134,0,12
-74,-8,67,-82,-22,134,0,11.7
-74,-8,67,-88,-23,134,0,13.2
-74,-8,67,-93,-22,66,0,14.7
-72,-10,67,-87,-22,66,0,9.4
-73,-9,67,-87,-25,66,0,7.7
-73,-10,67,-87,-23,66,0,10.2
-72,-9,67,-81,-20,66,0,8.4
-71,-10,67,-82,-21,66,0,6.3
-71,-9,67,-85,-23,66,0,11.3
-72,-9,67,-85,-23,66,0,12.1
-72,-9,67,-84,-23,66,0,11.1
-72,-9,67,-82,-22,66,0,13.4
-70,-9,67,-86,-25,68,0,13.7
-73,-14,67,-78,-23,134,0,6.3
-73,-13,67,-79,-20,66,0,9.6
-74,-14,67,-80,-22,0,0,10.7
-73,-10,67,-88,-24,68,0,12.8
-74,-9,67,-92,-25,0,0,11.8
-72,-10,67,-90,-26,66,0,12.7
-75,-9,67,-85,-18,66,0,9.1
-75,-9,67,-88,-15,66,0,9
-77,-10,67,-81,-12,66,0,9.2
-77,-9,67,-79,-13,66,0,7.7
-70,-8,67,-78,-19,66,0,7.4
-65,-7,67,-75,-18,66,0,12.4
-70,-8,67,-63,-7,66,0,8
-72,-10,67,-70,-11,66,0,7.7
-66,-10,67,-61,-7,66,0,5.4
-71,-10,66,-71,-9,67,0,8.1
-70,-10,66,-76,-17,67,0,11.8
-62,-7,66,-73,-19,67,0,18.7
-61,-8,66,-79,-25,67,0,20.1
-64,-8,66,-86,-26,67,0,18.1
-66,-8,66,-87,-24,43,0,14.7
-75,-9,66,-87,-22,43,0,9.4
-74,-11,66,-90,-23,43,0,8.3
-73,-11,66,-91,-24,43,0,10.6
-74,-13,66,-77,-15,67,0,7.9
-96,-16,43,-100,-21,66,0,-1.9
-95,-16,43,-103,-22,66,0,-1.1
-79,-8,43,-97,-21,21,0,12.4
-80,-8,43,-87,-21,134,0,11.2
-77,-8,43,-88,-20,21,0,11.9
-77,-8,43,-86,-11,21,0,9.6
-87,-9,43,-98,-22,172,0,7.5
-78,-14,43,-81,-21,134,0,13.5
-93,-16,43,-89,-13,172,1,-3.6
-95,-18,43,-88,-12,172,1,-5.5
-91,-14,172,-98,-24,67,0,3.1
-90,-13,172,-101,-23,66,0,3.1
-89,-13,172,-102,-24,189,0,4.3
-88,-13,172,-99,-24,66,0,5.1
-88,-13,172,-100,-20,125,0,4.7
-88,-13,172,-97,-23,191,0,5.4
-77,-12,191,-86,-23,189,0,13.5
-74,-12,191,-85,-22,189,0,16.7
-65,-13,191,-80,-22,189,0,18.9
-63,-13,191,-69,-21,189,0,20.2
-63,-13,191,-74,-20,189,0,16.3
-63,-13,191,-71,-20,189,0,15.8
-63,-13,191,-75,-22,189,0,16
-63,-13,191,-75,-19,189,0,14.7
-68,-13,191,-76,-23,189,0,10.5
-67,-13,191,-77,-22,189,0,11.7
-68,-12,191,-78,-22,189,0,10.5
-68,-12,191,-75,-21,189,0,13.7
-67,-12,191,-74,-22,189,0,11.2
-69,-12,191,-72,-20,189,0,11.5
-69,-12,191,-76,-15,189,0,8.3
-68,-12,191,-74,-23,189,0,11.3
-68,-13,191,-77,-23,189,0,13.8
-69,-13,191,-76,-23,189,0,17.1
-68,-13,191,-75,-23,189,0,15.6
-69,-13,191,-75,-21,189,0,10.6
-69,-13,191,-76,-21,189,0,16
-70,-13,191,-78,-21,189,0,16
-70,-13,191,-76,-23,189,0,12.4
-70,-13,191,-76,-22,189,0,9.7
-69,-13,191,-75,-21,189,0,10.1
-69,-13,191,-75,-22,189,0,14
-69,-13,191,-74,-20,189,0,10.7
-69,-13,191,-75,-22,189,0,10
-70,-13,191,-76,-23,189,0,11.4
-71,-13,191,-75,-20,189,0,9.6
-69,-13,191,-75,-21,189,0,9
-68,-13,191,-73,-21,189,0,9.6
-67,-13,191,-74,-23,189,0,10
-67,-12,191,-76,-23,189,0,10.3
-67,-13,191,-76,-24,7,0,14.8
-69,-13,191,-77,-21,189,0,16.1
-67,-13,191,-74,-22,189,0,13.1
-68,-13,191,-76,-23,189,0,15.3
-67,-13,191,-77,-23,189,0,16.6
-67,-13,191,-74,-20,189,0,15.1
-67,-13,191,-75,-22,189,0,10.1
-67,-13,191,-77,-23,189,0,9.6
-67,-13,191,-75,-21,189,0,9.4
-67,-13,191,-75,-23,189,0,9.4
-67,-13,191,-72,-19,189,0,9.5
-67,-13,191,-74,-22,189,0,9
-68,-13,191,-74,-20,189,0,9
-68,-13,191,-77,-22,189,0,9
-67,-13,191,-74,-20,189,0,14.8
-67,-13,191,-75,-22,189,0,16.4
-67,-13,191,-74,-21,189,0,9.4
-67,-12,191,-75,-21,189,0,8.9
-67,-13,191,-77,-23,189,0,10.1
-67,-13,191,-73,-20,189,0,8.9
-68,-13,191,-76,-22,189,0,9.2
-68,-13,191,-75,-21,189,0,8.6
-68,-12,191,-74,-21,189,0,7.9
-68,-13,191,-72,-20,189,0,7.7
-68,-12,191,-73,-20,189,0,7.3
-68,-12,191,-72,-19,189,0,8.3
-68,-12,191,-75,-21,189,0,7.9
-68,-13,191,-76,-21,189,0,9.7
-69,-13,191,-72,-19,189,0,10.6
-69,-12,191,-76,-21,189,0,8.1
-70,-12,191,-75,-20,189,0,7.6
-70,-12,191,-79,-22,189,0,15.7
-69,-12,191,-77,-22,189,0,8.6
-69,-13,191,-79,-20,189,0,16.5
-70,-13,191,-78,-20,189,0,16.1
-69,-13,191,-77,-22,189,0,15.8
-69,-12,191,-77,-23,189,0,16.1
-69,-13,191,-75,-22,189,0,7.6
-69,-13,191,-76,-23,189,0,8.6
-67,-12,191,-75,-20,189,0,16.1
-69,-13,191,-74,-19,189,0,14.4
-69,-13,191,-76,-21,189,0,13.4
-69,-13,191,-77,-21,189,0,11.2
-69,-13,191,-77,-23,189,0,14.9
-70,-13,191,-76,-14,189,0,8.7
-70,-13,191,-80,-18,189,0,6.7
-71,-12,191,-75,-20,189,0,7.3
-72,-13,191,-78,-17,189,0,3.5
-74,-13,191,-76,-15,189,0,3
-76,-13,191,-80,-18,189,0,1.9
-77,-15,191,-77,-17,189,0,0.7
-76,-14,191,-69,-11,189,0,4.8
-79,-15,189,-75,-14,191,0,-2.3
-70,-14,191,-78,-17,189,0,8.6
-73,-13,191,-86,-18,189,0,8.7
-80,-13,191,-81,-15,189,0,2.3
-85,-16,191,-81,-15,189,0,-2.8
-81,-12,49,-86,-20,189,0,8.4
-75,-12,49,-88,-22,191,0,12.7
-77,-12,49,-92,-26,454,0,12.9
-80,-13,49,-87,-21,6,0,6.3
-79,-12,49,-88,-19,6,0,6.7
-78,-13,49,-82,-19,6,0,5.7
-78,-13,49,-85,-20,6,0,7.5
-75,-13,49,-85,-19,6,0,7.8
-77,-13,49,-84,-22,457,0,6.8
-76,-12,49,-85,-23,8,0,9.7
-77,-12,49,-87,-23,8,0,8.5
-76,-13,49,-85,-23,8,0,9.4
-77,-12,49,-83,-24,8,0,9.3
-75,-12,49,-84,-23,213,0,7.7
-77,-13,49,-90,-24,8,0,7.6
-77,-12,49,-84,-21,8,0,7.5
-76,-13,49,-80,-20,8,0,4.5
-76,-13,49,-83,-20,213,0,4.5
-76,-13,49,-81,-21,213,0,4
-72,-13,49,-79,-22,213,0,5.3
-70,-12,49,-78,-23,213,0,11.7
-70,-12,49,-85,-22,213,0,12.4
-75,-12,49,-82,-21,213,0,10.1
-74,-12,49,-82,-24,174,0,12
-72,-12,49,-77,-21,50,0,11.2
-74,-12,49,-88,-23,258,0,10.2
-77,-12,49,-86,-21,50,0,7.3
-78,-12,49,-89,-19,50,0,6.9
-80,-13,49,-88,-23,50,0,6.3
-86,-15,49,-91,-22,50,0,-1.5
-68,-8,258,-83,-21,50,0,10.1
-69,-9,258,-84,-19,50,0,10.3
-69,-7,258,-84,-22,50,0,10.7
-69,-8,258,-83,-16,50,0,9.6
-65,-7,258,-85,-24,50,0,13.1
-66,-7,258,-85,-24,50,0,16.7
-67,-7,258,-86,-24,50,0,16.4
-67,-7,258,-87,-22,50,0,15.9
-68,-7,258,-75,-19,50,0,17.3
-73,-7,258,-93,-24,50,0,14.4
-72,-7,258,-85,-23,50,0,15.7
-68,-7,258,-89,-23,50,0,16.8
-76,-9,258,-91,-20,50,0,7.6
-77,-12,258,-85,-24,50,0,7.8
-80,-13,116,-81,-17,48,0,7.3
-72,-15,48,-76,-16,116,0,1.9
-69,-12,48,-75,-13,116,0,1.5
-66,-9,48,-74,-13,116,0,6.1
-65,-7,48,-79,-14,116,0,9.5
-65,-11,48,-70,-12,116,0,3.4
-60,-13,116,-69,-22,48,0,19.3
-64,-12,116,-69,-18,48,0,18.9
-65,-12,116,-72,-18,48,0,13.3
-64,-13,116,-77,-23,48,0,16.5
-66,-12,116,-78,-19,48,0,15.6
-67,-10,116,-73,-7,48,0,15.6
-67,-7,116,-73,-13,48,0,13
-69,-8,116,-80,-23,48,0,18.1
-67,-7,116,-83,-14,48,0,19.2
-67,-11,116,-80,-19,48,0,18.5
-68,-7,116,-77,-9,48,0,17.1
-65,-7,116,-72,-19,48,0,15.5
-61,-9,116,-77,-24,48,0,17.8
-64,-7,116,-74,-20,48,0,19.7
-66,-9,116,-76,-20,48,0,17.1
-67,-12,116,-74,-19,48,0,17.5
-68,-12,116,-74,-20,48,0,17.3
-67,-12,116,-75,-21,48,0,17.7
-66,-13,116,-78,-19,48,0,16.3
-68,-11,116,-76,-20,48,0,15.7
-70,-12,116,-80,-20,48,0,14.9
-70,-12,116,-84,-11,48,0,14.3
-70,-8,116,-75,-16,48,0,14.9
-72,-12,116,-76,-20,48,0,11.8
-72,-12,116,-82,-22,48,0,13.8
-72,-9,116,-82,-11,48,0,12.3
-72,-12,116,-88,-17,48,0,12.5
-72,-7,116,-81,-20,48,0,12.3
-72,-8,116,-80,-22,48,0,11.9
-72,-8,116,-77,-9,48,0,11.7
-74,-11,116,-81,-24,48,0,10.6
-74,-13,116,-82,-19,48,0,11.8
-73,-13,116,-83,-21,48,0,13.6
-71,-13,116,-81,-23,48,0,14
-70,-13,116,-80,-23,48,0,15.6
-71,-13,116,-78,-19,48,0,15
